Date,Breakout Type,Strike Label,Entry Price,Peak Price,MFE %,MAE %,Time To Peak Min,Decay %,Elasticity,Gamma Eff,Expansion Quality Score,Peak Exhaustion Score,Expected Opportunity Score,Time To 50%,Time Above 50%,Hybrid Return %,Hybrid Capture Eff,Hybrid Retention Ratio,Hybrid Lost Profit,Trail 20 Return %,Trail 20 Capture Eff,Momentum Return %,Momentum Capture Eff,Volatility Regime,Trend Regime,Auction Archetype
2026-07-09,bullish,ATM-1,172.35,181.9,5.54,-12.56,343,5.99,15.922,0.066,43,75,0,,0,-3.97,-0.7173,0.0,16.4,1.22,0.2199,-7.22,-1.3037,normal,trending,open_auction
2026-07-09,bullish,ATM,143.65,152.95,6.47,-12.39,343,6.57,18.603,0.077,43,75,0,,0,-3.97,-0.6129,0.0,15.0,1.84,0.2849,-7.34,-1.1344,normal,trending,open_auction
2026-07-09,bullish,ATM+1,118.65,126.55,6.66,-12.85,343,6.87,19.132,0.08,43,75,0,,0,-3.96,-0.5949,0.0,12.6,1.98,0.2975,-7.54,-1.1329,normal,trending,open_auction
2026-07-09,bullish,ATM+2,96.55,103.55,7.25,-13.05,343,7.24,20.833,0.087,43,75,0,,0,-4.45,-0.6143,0.0,11.3,2.33,0.3214,-7.56,-1.0429,normal,trending,open_auction
2026-07-10,bullish,ATM-2,188.0,192.0,2.13,-9.36,128,11.25,14.856,0.061,20,75,0,,0,-0.11,-0.05,0.0,4.2,-5.8,-2.725,-0.93,-0.4375,normal,mean_reverting,open_auction
2026-07-10,bullish,ATM-1,154.65,158.0,2.17,-10.83,128,12.72,15.125,0.063,19,75,0,,0,-0.48,-0.2239,0.0,4.1,-6.98,-3.2239,-0.87,-0.403,normal,mean_reverting,open_auction
2026-07-10,bullish,ATM,124.45,127.5,2.45,-12.21,128,14.31,17.112,0.071,19,100,0,,0,-0.24,-0.0984,0.0,3.35,-7.71,-3.1475,-0.68,-0.2787,normal,mean_reverting,open_auction
2026-07-10,bullish,ATM+1,98.25,100.5,2.29,-13.84,128,15.77,15.99,0.066,18,90,0,,0,-0.2,-0.0889,0.0,2.45,-9.31,-4.0667,-1.02,-0.4444,normal,mean_reverting,open_auction
2026-07-10,bullish,ATM+2,75.8,77.75,2.57,-15.7,100,17.81,17.962,0.074,17,100,0,,0,-0.26,-0.1026,0.0,2.15,-10.95,-4.2564,-0.73,-0.2821,normal,mean_reverting,open_auction
2026-07-14,bearish,ATM-2,15.2,17.1,12.5,-99.67,2,99.71,117.658,0.489,36,100,0,,0,5.59,0.4474,0.4474,1.05,-10.0,-0.8,5.59,0.4474,normal,trending,open_test_drive
2026-07-14,bearish,ATM-1,27.05,30.55,12.94,-99.82,2,99.84,121.79,0.506,36,100,0,,0,6.1,0.4714,0.4714,1.85,-9.65,-0.7457,6.1,0.4714,normal,trending,open_test_drive
2026-07-14,bearish,ATM,45.5,50.75,11.54,-6.81,2,15.37,108.607,0.452,53,100,0,,0,5.82,0.5048,0.5048,2.6,-3.41,-0.2952,5.82,0.5048,normal,trending,open_test_drive
2026-07-14,bearish,ATM+1,73.45,93.6,27.43,-63.24,268,71.15,258.222,1.074,13,100,0,,0,4.22,0.1538,0.1538,17.05,-12.65,-0.461,4.22,0.1538,normal,trending,open_test_drive
2026-07-14,bearish,ATM+2,110.05,141.1,28.21,-30.62,268,45.89,265.572,1.104,16,100,0,,0,2.14,0.0757,0.0757,28.7,-14.8,-0.5246,2.14,0.0757,normal,trending,open_test_drive
2026-07-15,bullish,ATM-2,182.6,204.75,12.13,-1.2,261,11.89,524.523,2.166,44,100,6,,0,4.03,0.3318,0.3318,14.8,0.79,0.0655,4.03,0.3318,normal,trending,trend_from_open
2026-07-15,bullish,ATM-1,156.5,175.7,12.27,-2.14,261,12.83,530.492,2.191,44,100,6,,0,4.28,0.349,0.349,12.5,0.19,0.0156,4.28,0.349,normal,trending,trend_from_open
2026-07-15,bullish,ATM,132.5,149.4,12.75,-2.79,266,13.79,551.522,2.278,43,100,6,,0,4.19,0.3284,0.3284,11.35,-0.49,-0.0385,4.19,0.3284,normal,trending,trend_from_open
2026-07-15,bullish,ATM+1,111.5,125.9,12.91,-3.41,261,14.46,558.444,2.306,43,100,6,,0,4.57,0.3542,0.3542,9.3,-1.03,-0.0799,4.57,0.3542,normal,trending,trend_from_open
2026-07-15,bullish,ATM+2,92.85,104.9,12.98,-4.2,266,15.2,561.173,2.317,43,100,6,,0,3.82,0.2946,0.2946,8.5,-2.1,-0.1618,3.82,0.2946,normal,trending,trend_from_open
2026-07-15,bearish,ATM-2,133.95,141.6,5.71,-13.4,69,18.08,53.414,0.222,19,100,0,,0,-3.4,-0.5948,0.0,12.2,-3.88,-0.6797,0.45,0.0784,normal,trending,trend_from_open
2026-07-15,bearish,ATM-1,156.55,164.05,4.79,-12.65,69,16.64,44.807,0.186,19,100,0,,0,-3.8,-0.7933,0.0,13.45,-3.07,-0.64,-0.16,-0.0333,normal,trending,trend_from_open
2026-07-15,bearish,ATM,181.5,189.7,4.52,-11.85,69,15.66,42.254,0.176,20,100,0,,0,-3.31,-0.7317,0.0,14.2,-2.92,-0.6463,-0.14,-0.0305,normal,trending,trend_from_open
2026-07-15,bearish,ATM+1,208.85,217.8,4.29,-11.18,69,14.83,40.079,0.167,20,100,0,,0,-3.33,-0.7765,0.0,15.9,-2.35,-0.5475,-0.07,-0.0168,normal,trending,trend_from_open
2026-07-15,bearish,ATM+2,239.0,248.1,3.81,-10.33,69,13.62,35.61,0.148,20,100,0,,0,-3.22,-0.8462,0.0,16.8,-2.18,-0.5714,-0.1,-0.0275,normal,trending,trend_from_open
2026-07-16,bearish,ATM-2,100.75,106.4,5.61,-22.83,19,26.93,21.809,0.09,34,100,0,,0,-6.25,-1.115,0.0,11.95,-15.51,-2.7664,-6.25,-1.115,normal,mean_reverting,failed_auction
2026-07-16,bearish,ATM-1,120.8,127.6,5.63,-22.27,19,26.41,21.892,0.091,35,100,0,,0,-5.46,-0.9706,0.0,13.4,-15.5,-2.7529,-5.46,-0.9706,normal,mean_reverting,failed_auction
2026-07-16,bearish,ATM,143.75,151.05,5.08,-21.43,19,25.22,19.75,0.082,35,100,0,,0,-5.32,-1.0479,0.0,14.95,-15.94,-3.1384,-5.32,-1.0479,normal,mean_reverting,failed_auction
2026-07-16,bearish,ATM+1,170.55,178.9,4.9,-19.88,19,23.62,19.04,0.079,36,100,0,,0,-5.07,-1.0359,0.0,17.0,-16.08,-3.285,-5.07,-1.0359,normal,mean_reverting,failed_auction
2026-07-16,bearish,ATM+2,199.0,208.45,4.75,-18.12,19,21.83,18.468,0.077,37,100,0,,0,-4.27,-0.8995,0.0,17.95,-16.2,-3.4116,-4.27,-0.8995,normal,mean_reverting,failed_auction
2026-07-07,bearish,ATM-2,239.1,241.15,0.86,-26.41,6,27.04,2.907,0.004,32,100,0,,0,-8.47,-9.878,0.0,22.3,-19.31,-22.5268,-4.83,-5.6341,normal,mean_reverting,open_test_drive
2026-07-07,bearish,ATM-1,283.5,285.75,0.79,-24.46,6,25.06,2.691,0.003,33,100,0,,0,-8.13,-10.2444,0.0,25.3,-19.37,-24.4,-5.17,-6.5111,normal,mean_reverting,open_test_drive
2026-07-07,bearish,ATM,332.55,336.15,1.08,-23.15,6,23.98,3.671,0.005,34,100,0,,0,-8.18,-7.5556,0.0,30.8,-19.13,-17.675,-4.89,-4.5139,normal,mean_reverting,open_test_drive
2026-07-07,bearish,ATM+1,388.95,390.9,0.5,-22.29,6,22.68,1.7,0.002,34,100,0,,0,-8.2,-16.359,0.0,33.85,-19.6,-39.0923,-5.71,-11.3846,normal,mean_reverting,open_test_drive
2026-07-07,bearish,ATM+2,447.85,451.7,0.86,-21.19,6,21.86,2.915,0.004,35,100,0,,0,-7.51,-8.7403,0.0,37.5,-19.31,-22.4649,-4.67,-5.4286,normal,mean_reverting,open_test_drive
2026-07-07,bullish,ATM-2,439.5,441.7,0.5,-26.76,35,27.12,146.379,0.186,14,100,0,,0,-5.87,-11.7273,0.0,28.0,-19.6,-39.1545,-5.63,-11.25,normal,mean_reverting,open_test_drive
2026-07-07,bullish,ATM-1,374.9,377.2,0.61,-29.1,35,29.53,179.402,0.228,13,100,0,,0,-6.55,-10.6739,0.0,26.85,-19.51,-31.8,-5.72,-9.3261,normal,mean_reverting,open_test_drive
2026-07-07,bullish,ATM,315.85,317.9,0.65,-30.98,35,31.42,189.796,0.241,12,100,0,,0,-6.57,-10.122,0.0,22.8,-19.48,-30.0146,-6.38,-9.8293,normal,mean_reverting,open_test_drive
2026-07-07,bullish,ATM+1,263.55,265.9,0.89,-32.75,35,33.34,260.747,0.331,12,100,0,,0,-6.73,-7.5532,0.0,20.1,-19.29,-21.6298,-6.75,-7.5745,normal,mean_reverting,open_test_drive
2026-07-07,bullish,ATM+2,217.35,219.65,1.06,-35.33,35,36.01,309.444,0.393,12,100,0,,0,-7.32,-6.913,0.0,18.2,-19.15,-18.1,-7.2,-6.8043,normal,mean_reverting,open_test_drive
2026-07-08,bearish,ATM-2,209.0,215.9,3.3,-20.29,122,7.46,1.909,0.002,41,100,0,,0,-13.37,-4.0507,0.0,34.85,-18.53,-5.6116,-8.8,-2.6667,normal,trending,open_test_drive
2026-07-08,bearish,ATM-1,255.4,265.25,3.86,-19.03,122,7.69,2.23,0.003,41,100,0,,0,-12.92,-3.3503,0.0,42.85,-18.29,-4.7431,-8.4,-2.1777,normal,trending,open_test_drive
2026-07-08,bearish,ATM,309.4,320.3,3.52,-17.73,122,6.79,2.037,0.003,42,100,0,,0,-12.56,-3.5642,0.0,49.75,-0.9,-0.2569,-8.13,-2.3073,normal,trending,open_test_drive
2026-07-08,bearish,ATM+1,367.2,383.9,4.55,-16.42,122,6.53,2.629,0.003,42,100,0,,0,-11.52,-2.5329,0.0,59.0,-0.04,-0.009,-6.82,-1.5,normal,trending,open_test_drive
2026-07-08,bearish,ATM+2,434.05,452.85,4.33,-15.27,122,6.29,2.504,0.003,42,100,0,,0,-10.84,-2.5027,0.0,65.85,0.22,0.0505,-6.5,-1.5,normal,trending,open_test_drive
2026-07-09,bullish,ATM-2,174.55,224.45,28.59,-3.18,336,13.79,76.787,0.1,40,100,0,,0,3.95,0.1383,0.1383,43.0,27.13,0.9489,1.86,0.0651,normal,trending,trend_from_open
2026-07-09,bullish,ATM-1,77.35,125.55,62.31,-2.52,336,24.25,167.376,0.217,37,100,0,6,3,5.37,0.0861,0.0861,44.05,2.81,0.045,5.37,0.0861,normal,trending,trend_from_open
2026-07-09,bullish,ATM,17.35,27.5,58.5,-70.32,336,70.91,157.135,0.204,23,100,0,6,0,-53.89,-0.9212,0.0,19.5,8.13,0.1389,-53.89,-0.9212,normal,trending,trend_from_open
2026-07-09,bullish,ATM+1,2.45,2.85,16.33,-89.8,329,91.23,43.853,0.057,21,100,0,,0,-59.18,-3.625,0.0,1.85,-6.94,-0.425,-69.39,-4.25,normal,trending,trend_from_open
2026-07-09,bullish,ATM+2,0.75,0.85,13.33,-80.0,329,82.35,35.813,0.046,21,100,0,,0,-60.0,-4.5,0.0,0.55,-9.33,-0.7,-60.0,-4.5,normal,trending,trend_from_open
2026-07-10,bullish,ATM-2,654.1,676.55,3.43,-6.93,91,10.01,27.626,0.036,41,75,0,,0,0.83,0.2428,0.2428,17.0,-4.75,-1.3853,-0.02,-0.0045,normal,mean_reverting,open_test_drive
2026-07-10,bullish,ATM-1,595.25,614.15,3.18,-7.6,91,10.45,25.557,0.033,40,75,0,,0,1.12,0.3519,0.3519,12.25,-5.65,-1.7804,-0.34,-0.1085,normal,mean_reverting,open_test_drive
2026-07-10,bullish,ATM,538.35,558.75,3.79,-7.82,91,11.19,30.501,0.039,40,100,0,,0,1.42,0.375,0.375,12.75,-5.68,-1.5,-0.07,-0.0196,normal,mean_reverting,open_test_drive
2026-07-10,bullish,ATM+1,485.9,503.0,3.52,-8.52,91,11.63,28.327,0.037,40,100,0,,0,1.54,0.4386,0.4386,9.6,-6.3,-1.7895,-0.31,-0.0877,normal,mean_reverting,open_test_drive
2026-07-10,bullish,ATM+2,436.05,453.45,3.99,-8.71,91,12.22,32.119,0.041,40,100,0,,0,1.82,0.4569,0.4569,9.45,-6.83,-1.7126,0.16,0.0402,normal,mean_reverting,open_test_drive
2026-07-14,bearish,ATM-2,320.2,358.85,12.07,-17.44,297,3.85,159.985,0.208,46,100,0,,0,3.53,0.2924,0.2924,27.35,-16.04,-1.3288,3.53,0.2924,normal,mean_reverting,open_rejection_reverse
2026-07-14,bearish,ATM-1,363.4,409.0,12.55,-16.62,297,3.84,166.315,0.216,46,100,0,,0,3.36,0.2675,0.2675,33.4,-16.0,-1.2754,3.36,0.2675,normal,mean_reverting,open_rejection_reverse
2026-07-14,bearish,ATM,410.4,464.65,13.22,-14.67,297,3.72,175.204,0.227,46,100,0,,0,3.19,0.2415,0.2415,41.15,11.34,0.8581,3.19,0.2415,normal,mean_reverting,open_rejection_reverse
2026-07-14,bearish,ATM+1,461.65,522.7,13.22,-13.79,297,3.63,175.277,0.227,46,100,0,,0,3.04,0.2301,0.2301,47.0,11.5,0.8698,3.04,0.2301,normal,mean_reverting,open_rejection_reverse
2026-07-14,bearish,ATM+2,518.8,587.6,13.26,-14.56,297,3.44,175.768,0.228,46,100,0,,0,2.76,0.2078,0.2078,54.5,11.13,0.8394,2.76,0.2078,normal,mean_reverting,open_rejection_reverse
2026-07-15,bearish,ATM-2,290.55,323.45,11.32,-43.66,2,49.39,484.662,0.629,38,100,0,,0,-18.09,-1.5973,0.0,85.45,-10.94,-0.9663,-11.82,-1.0441,normal,trending,opening_drive
2026-07-15,bearish,ATM-1,338.5,369.75,9.23,-40.3,2,45.34,395.144,0.513,36,100,0,,0,-15.82,-1.7136,0.0,84.8,-12.61,-1.3664,-10.4,-1.1264,normal,trending,opening_drive
2026-07-15,bearish,ATM,403.15,426.9,5.89,-38.25,2,41.68,252.151,0.327,26,100,0,,0,-16.72,-2.8379,0.0,91.15,-15.29,-2.5949,-12.1,-2.0547,normal,trending,opening_drive
2026-07-15,bearish,ATM+1,461.2,491.1,6.48,-34.4,2,38.39,277.489,0.36,30,100,0,,0,-14.56,-2.2458,0.0,97.05,-14.81,-2.2849,-10.15,-1.5652,normal,trending,opening_drive
2026-07-15,bearish,ATM+2,520.3,562.8,8.17,-30.28,2,35.55,349.622,0.454,37,100,0,,0,-11.47,-1.4047,0.0,102.2,-13.47,-1.6485,-7.92,-0.9694,normal,trending,opening_drive
2026-07-16,bullish,ATM-2,290.0,291.3,0.45,-73.1,244,73.22,5.49,0.007,20,100,0,,0,-9.64,-21.5,0.0,29.25,-19.75,-44.0615,-9.64,-21.5,normal,mean_reverting,open_test_drive
2026-07-16,bullish,ATM-1,205.05,205.75,0.34,-99.95,138,99.95,4.181,0.005,20,100,0,,0,-13.12,-38.4286,0.0,27.6,-19.73,-57.7857,-13.12,-38.4286,normal,mean_reverting,open_test_drive
2026-07-16,bullish,ATM,129.65,129.75,0.08,-99.96,138,99.96,0.945,0.001,20,100,0,,0,-16.27,-211.0,0.0,21.2,-19.94,-258.5,-16.27,-211.0,normal,mean_reverting,open_test_drive
2026-07-16,bullish,ATM+1,74.05,74.15,0.14,-99.93,138,99.93,1.654,0.002,20,100,0,,0,-19.78,-146.5,0.0,14.75,-19.89,-147.3,-19.78,-146.5,normal,mean_reverting,open_test_drive
2026-07-16,bullish,ATM+2,41.65,41.75,0.24,-99.88,138,99.88,2.941,0.004,20,100,0,,0,-21.49,-89.5,0.0,9.05,-19.81,-82.5,-21.49,-89.5,normal,mean_reverting,open_test_drive
2026-07-16,bearish,ATM-2,39.0,46.75,19.87,-99.87,1,99.89,80.64,0.104,51,100,0,,0,-11.67,-0.5871,0.0,12.3,-4.1,-0.2065,7.31,0.3677,normal,mean_reverting,open_test_drive
2026-07-16,bearish,ATM-1,65.5,76.4,16.64,-94.5,1,95.29,67.53,0.087,51,100,0,,0,-4.2,-0.2523,0.0,13.65,-6.69,-0.4018,6.49,0.3899,normal,mean_reverting,open_test_drive
2026-07-16,bearish,ATM,108.7,121.75,12.01,-84.87,116,17.0,48.719,0.063,38,100,0,,0,2.94,0.2452,0.2452,9.85,-10.65,-0.8874,2.94,0.2452,normal,mean_reverting,open_test_drive
2026-07-16,bearish,ATM+1,174.0,221.65,27.39,-72.18,116,8.75,111.129,0.144,44,100,0,,0,-8.45,-0.3085,0.0,62.35,-10.74,-0.392,-1.18,-0.043,normal,mean_reverting,open_test_drive
2026-07-16,bearish,ATM+2,257.1,321.6,25.09,-52.39,116,5.92,101.806,0.132,45,100,0,,0,-4.34,-0.1729,0.0,75.65,-12.59,-0.502,0.6,0.024,normal,mean_reverting,open_test_drive
